fecha,producto,ventas
2019-11-17,Smartphone,142.76
2019-11-18,Smartphone,266.66
2019-11-19,Smartphone,384.2
2019-11-20,Smartphone,138.02
2019-11-21,Smartphone,376.22
2019-11-22,Smartphone,676.98
2019-11-23,Smartphone,412.14
2019-11-24,Smartphone,448.7
2019-11-25,Smartphone,204.76
2019-11-26,Smartphone,312.68
2019-11-27,Smartphone,354.53
2019-11-28,Smartphone,366.01
2019-11-29,Smartphone,637.57
2019-11-30,Smartphone,518.22
2019-12-01,Smartphone,354.86
2019-12-02,Smartphone,705.62
2019-12-03,Smartphone,774.38
2019-12-04,Smartphone,945.2
2019-12-05,Smartphone,1065.23
2019-12-06,Smartphone,389.72
2019-12-07,Smartphone,445.71
2019-12-08,Smartphone,329.6
2019-12-09,Smartphone,604.39
2019-12-10,Smartphone,795.49
2019-12-11,Smartphone,940.27
2019-12-12,Smartphone,657.13
2019-12-13,Smartphone,594.22
2019-12-14,Smartphone,726.68
2019-12-15,Smartphone,458.71
2019-12-16,Smartphone,1271.39
2019-12-17,Smartphone,248.53
2019-12-18,Smartphone,751.8
2019-12-19,Smartphone,1273.58
2019-12-20,Smartphone,709.57
2019-12-21,Smartphone,657.38
2019-12-22,Smartphone,613.01
2019-12-23,Smartphone,667.22
2019-12-24,Smartphone,1119.96
2019-12-25,Smartphone,83.77
2019-12-26,Smartphone,1178.82
2019-12-27,Smartphone,316.15
2019-12-28,Smartphone,659.63
2019-12-29,Smartphone,614.81
2019-12-30,Smartphone,921.78
2019-12-31,Smartphone,270.56
2020-01-01,Smartphone,714.59
2020-01-02,Smartphone,1097.05
2020-01-03,Smartphone,277.06
2020-01-04,Smartphone,658.85
2020-01-05,Smartphone,452.5
2020-01-06,Smartphone,723.93
2020-01-07,Smartphone,626.4
2020-01-08,Smartphone,464.41
2020-01-09,Smartphone,750.29
2020-01-10,Smartphone,1086.13
2020-01-11,Smartphone,585.48
2020-01-12,Smartphone,820.29
2020-01-13,Smartphone,308.9
2020-01-14,Smartphone,396.98
2020-01-15,Smartphone,768.03
2020-01-16,Smartphone,1034.2
2020-01-17,Smartphone,744.66
2020-01-18,Smartphone,572.88
2020-01-19,Smartphone,657.64
2020-01-20,Smartphone,330.27
2020-01-21,Smartphone,824.14
2020-01-22,Smartphone,901.8
2020-01-23,Smartphone,548.36
2020-01-24,Smartphone,545.87
2020-01-25,Smartphone,746.89
2020-01-26,Smartphone,559.48
2020-01-27,Smartphone,662.68
2020-01-28,Smartphone,1257.45
2020-01-29,Smartphone,618.37
2020-01-30,Smartphone,590.14
2020-01-31,Smartphone,512.43
2020-02-01,Smartphone,900.87
2020-02-02,Smartphone,646.33
2020-02-03,Smartphone,517.76
2020-02-04,Smartphone,1073.03
2020-02-05,Smartphone,1104.61
2020-02-06,Smartphone,537.24
2020-02-07,Smartphone,179.78
2020-02-08,Smartphone,998.9
2020-02-09,Smartphone,518.74
2020-02-10,Smartphone,943.43
2020-02-11,Smartphone,152.42
2020-02-12,Smartphone,978.97
2020-02-13,Smartphone,373.07
2020-02-14,Smartphone,938.09
2020-02-15,Smartphone,732.26
2020-02-16,Smartphone,451.61
2020-02-17,Smartphone,613.13
2020-02-18,Smartphone,936.08
2020-02-19,Smartphone,767.69
2020-02-20,Smartphone,911.13
2020-02-21,Smartphone,1325.84
2020-02-22,Smartphone,277.87
2020-02-23,Smartphone,1225.69
2020-02-24,Smartphone,777.22
2020-02-25,Smartphone,479.0
2020-02-26,Smartphone,350.72
2020-02-27,Smartphone,694.48
2020-02-28,Smartphone,1030.56
2020-02-29,Smartphone,716.08
2020-03-01,Smartphone,1213.2
2020-03-02,Smartphone,317.86
2020-03-03,Smartphone,755.46
2020-03-04,Smartphone,379.55
2020-03-05,Smartphone,872.76
2020-03-06,Smartphone,1034.03
2020-03-07,Smartphone,635.87
2020-03-08,Smartphone,-31.92
2020-03-09,Smartphone,827.99
2020-03-10,Smartphone,902.27
2020-03-11,Smartphone,893.56
2020-03-12,Smartphone,1150.93
2020-03-13,Smartphone,440.8
2020-03-14,Smartphone,982.21
2020-03-15,Smartphone,1141.73
2020-03-16,Smartphone,223.3
2020-03-17,Smartphone,873.65
2020-03-18,Smartphone,618.97
2020-03-19,Smartphone,750.71
2020-03-20,Smartphone,884.64
2020-03-21,Smartphone,625.73
2020-03-22,Smartphone,567.52
2020-03-23,Smartphone,788.82
2020-03-24,Smartphone,439.99
2020-03-25,Smartphone,440.63
2020-03-26,Smartphone,991.03
2020-03-27,Smartphone,421.32
2020-03-28,Smartphone,987.53
2020-03-29,Smartphone,924.17
2020-03-30,Smartphone,241.54
2020-03-31,Smartphone,568.6
2020-04-01,Smartphone,1152.54
2020-04-02,Smartphone,473.83
2020-04-03,Smartphone,634.94
2020-04-04,Smartphone,923.72
2020-04-05,Smartphone,1023.63
2020-04-06,Smartphone,700.73
2020-04-07,Smartphone,592.65
2020-04-08,Smartphone,1221.27
2020-04-09,Smartphone,1319.08
2020-04-10,Smartphone,1081.88
2020-04-11,Smartphone,803.44
2020-04-12,Smartphone,525.34
2020-04-13,Smartphone,518.02
2020-04-14,Smartphone,936.96
2020-04-15,Smartphone,903.8
2020-04-16,Smartphone,1207.04
2020-04-17,Smartphone,973.58
2020-04-18,Smartphone,307.71
2020-04-19,Smartphone,1095.0
2020-04-20,Smartphone,462.42
2020-04-21,Smartphone,650.58
2020-04-22,Smartphone,844.34
2020-04-23,Smartphone,1378.14
2020-04-24,Smartphone,1717.01
2020-04-25,Smartphone,949.3
2020-04-26,Smartphone,706.72
2020-04-27,Smartphone,924.01
2020-04-28,Smartphone,1029.64
2020-04-29,Smartphone,661.12
2020-04-30,Smartphone,1300.43
2020-05-01,Smartphone,824.88
2020-05-02,Smartphone,903.85
2020-05-03,Smartphone,952.49
2020-05-04,Smartphone,877.02
2020-05-05,Smartphone,1000.0
2020-05-06,Smartphone,562.55
2020-05-07,Smartphone,578.76
2020-05-08,Smartphone,416.21
2020-05-09,Smartphone,871.76
2020-05-10,Smartphone,969.88
2020-05-11,Smartphone,872.54
2020-05-12,Smartphone,1228.1
2020-05-13,Smartphone,731.78
2020-05-14,Smartphone,926.95
2020-05-15,Smartphone,410.76
2020-05-16,Smartphone,614.44
2020-05-17,Smartphone,926.44
2020-05-18,Smartphone,967.94
2020-05-19,Smartphone,635.56
2020-05-20,Smartphone,697.37
2020-05-21,Smartphone,281.11
2020-05-22,Smartphone,611.33
2020-05-23,Smartphone,963.89
2020-05-24,Smartphone,871.26
2020-05-25,Smartphone,847.15
2020-05-26,Smartphone,717.28
2020-05-27,Smartphone,702.71
2020-05-28,Smartphone,513.74
2020-05-29,Smartphone,889.95
2020-05-30,Smartphone,809.57
2020-05-31,Smartphone,826.06
2020-06-01,Smartphone,542.86
2020-06-02,Smartphone,94.96
2020-06-03,Smartphone,981.39
2020-06-04,Smartphone,549.18
2020-06-05,Smartphone,443.03
2020-06-06,Smartphone,860.56
2020-06-07,Smartphone,565.65
2020-06-08,Smartphone,951.2
2020-06-09,Smartphone,829.26
2020-06-10,Smartphone,843.28
2020-06-11,Smartphone,299.07
2020-06-12,Smartphone,974.55
2020-06-13,Smartphone,721.69
2020-06-14,Smartphone,554.36
2020-06-15,Smartphone,684.6
2020-06-16,Smartphone,186.58
2020-06-17,Smartphone,746.31
2020-06-18,Smartphone,375.56
2020-06-19,Smartphone,291.61
2020-06-20,Smartphone,247.29
2020-06-21,Smartphone,909.39
2020-06-22,Smartphone,468.61
2020-06-23,Smartphone,1005.49
2020-06-24,Smartphone,487.2
2020-06-25,Smartphone,195.63
2020-06-26,Smartphone,339.74
2020-06-27,Smartphone,912.79
2020-06-28,Smartphone,569.85
2020-06-29,Smartphone,472.04
2020-06-30,Smartphone,640.05
2020-07-01,Smartphone,718.57
2020-07-02,Smartphone,861.45
2020-07-03,Smartphone,935.41
2020-07-04,Smartphone,504.38
2020-07-05,Smartphone,275.21
2020-07-06,Smartphone,486.57
2020-07-07,Smartphone,640.28
2020-07-08,Smartphone,354.46
2020-07-09,Smartphone,354.09
2020-07-10,Smartphone,649.17
2020-07-11,Smartphone,556.6
2020-07-12,Smartphone,572.01
2020-07-13,Smartphone,391.19
2020-07-14,Smartphone,507.07
2020-07-15,Smartphone,350.16
2020-07-16,Smartphone,749.29
2020-07-17,Smartphone,777.13
2020-07-18,Smartphone,142.95
2020-07-19,Smartphone,341.51
2020-07-20,Smartphone,217.03
2020-07-21,Smartphone,397.96
2020-07-22,Smartphone,517.04
2020-07-23,Smartphone,223.52
2020-07-24,Smartphone,334.03
2020-07-25,Smartphone,314.96
2020-07-26,Smartphone,566.9
2020-07-27,Smartphone,535.15
2020-07-28,Smartphone,368.41
2020-07-29,Smartphone,551.63
2020-07-30,Smartphone,400.41
2020-07-31,Smartphone,454.38
2020-08-01,Smartphone,846.56
2020-08-02,Smartphone,774.96
2020-08-03,Smartphone,240.98
2020-08-04,Smartphone,664.98
2020-08-05,Smartphone,657.94
2020-08-06,Smartphone,267.21
2020-08-07,Smartphone,652.75
2020-08-08,Smartphone,790.22
2020-08-09,Smartphone,268.23
2020-08-10,Smartphone,306.64
2020-08-11,Smartphone,678.31
2020-08-12,Smartphone,531.85
2020-08-13,Smartphone,582.78
2020-08-14,Smartphone,539.95
2020-08-15,Smartphone,546.91
2020-08-16,Smartphone,221.01
2020-08-17,Smartphone,665.02
2020-08-18,Smartphone,684.86
2020-08-19,Smartphone,421.9
2020-08-20,Smartphone,454.46
2020-08-21,Smartphone,178.48
2020-08-22,Smartphone,552.91
2020-08-23,Smartphone,561.19
2020-08-24,Smartphone,443.52
2020-08-25,Smartphone,656.77
2020-08-26,Smartphone,390.95
2020-08-27,Smartphone,551.06
2020-08-28,Smartphone,265.19
2020-08-29,Smartphone,442.02
2020-08-30,Smartphone,413.62
2020-08-31,Smartphone,483.03
2020-09-01,Smartphone,376.32
2020-09-02,Smartphone,417.0
2020-09-03,Smartphone,583.72
2020-09-04,Smartphone,360.98
2020-09-05,Smartphone,155.85
2020-09-06,Smartphone,739.15
2020-09-07,Smartphone,673.24
2020-09-08,Smartphone,208.92
2020-09-09,Smartphone,550.37
2020-09-10,Smartphone,343.73
2020-09-11,Smartphone,474.54
2020-09-12,Smartphone,478.75
2020-09-13,Smartphone,387.35
2020-09-14,Smartphone,292.84
2020-09-15,Smartphone,308.17
2020-09-16,Smartphone,269.26
2020-09-17,Smartphone,283.14
2020-09-18,Smartphone,412.28
2020-09-19,Smartphone,301.95
2020-09-20,Smartphone,537.8
2020-09-21,Smartphone,673.11
2020-09-22,Smartphone,323.78
2020-09-23,Smartphone,461.55
2020-09-24,Smartphone,505.0
2020-09-25,Smartphone,500.01
2020-09-26,Smartphone,433.15
2020-09-27,Smartphone,545.03
2020-09-28,Smartphone,501.12
2020-09-29,Smartphone,212.08
2020-09-30,Smartphone,566.02
2020-10-01,Smartphone,569.12
2020-10-02,Smartphone,291.86
2020-10-03,Smartphone,426.66
2020-10-04,Smartphone,535.41
2020-10-05,Smartphone,385.51
2020-10-06,Smartphone,601.75
2020-10-07,Smartphone,819.85
2020-10-08,Smartphone,289.2
2020-10-09,Smartphone,189.0
2020-10-10,Smartphone,474.18
2020-10-11,Smartphone,545.56
2020-10-12,Smartphone,384.83
2020-10-13,Smartphone,671.52
2020-10-14,Smartphone,197.62
2020-10-15,Smartphone,544.29
2020-10-16,Smartphone,323.52
2020-10-17,Smartphone,722.15
2020-10-18,Smartphone,770.57
2020-10-19,Smartphone,297.99
2020-10-20,Smartphone,336.12
2020-10-21,Smartphone,580.41
2020-10-22,Smartphone,365.98
2020-10-23,Smartphone,426.34
2020-10-24,Smartphone,439.88
2020-10-25,Smartphone,101.38
2020-10-26,Smartphone,435.64
2020-10-27,Smartphone,318.2
2020-10-28,Smartphone,353.91
2020-10-29,Smartphone,697.77
2020-10-30,Smartphone,220.77
2020-10-31,Smartphone,590.31
2020-11-01,Smartphone,397.15
2020-11-02,Smartphone,398.48
2020-11-03,Smartphone,592.78
2020-11-04,Smartphone,513.63
2020-11-05,Smartphone,557.53
2020-11-06,Smartphone,632.26
2020-11-07,Smartphone,396.98
2020-11-08,Smartphone,347.01
2020-11-09,Smartphone,261.18
2020-11-10,Smartphone,310.47
2020-11-11,Smartphone,1014.72
2020-11-12,Smartphone,700.44
2020-11-13,Smartphone,215.88
2020-11-14,Smartphone,222.27
2020-11-15,Smartphone,565.48
2020-11-16,Smartphone,580.6
2020-11-17,Smartphone,583.68
2020-11-18,Smartphone,431.86
2020-11-19,Smartphone,459.0
2020-11-20,Smartphone,549.31
2020-11-21,Smartphone,504.8
2020-11-22,Smartphone,55.07
2020-11-23,Smartphone,447.64
2020-11-24,Smartphone,326.72
2020-11-25,Smartphone,532.9
2020-11-26,Smartphone,1098.28
2020-11-27,Smartphone,577.12
2020-11-28,Smartphone,442.35
2020-11-29,Smartphone,695.91
2020-11-30,Smartphone,609.81
2020-12-01,Smartphone,900.26
2020-12-02,Smartphone,962.93
2020-12-03,Smartphone,1419.78
2020-12-04,Smartphone,428.89
2020-12-05,Smartphone,936.52
2020-12-06,Smartphone,498.27
2020-12-07,Smartphone,972.72
2020-12-08,Smartphone,506.13
2020-12-09,Smartphone,670.2
2020-12-10,Smartphone,713.39
2020-12-11,Smartphone,1130.69
2020-12-12,Smartphone,1118.07
2020-12-13,Smartphone,412.46
2020-12-14,Smartphone,844.73
2020-12-15,Smartphone,595.17
2020-12-16,Smartphone,414.94
2020-12-17,Smartphone,767.16
2020-12-18,Smartphone,740.4
2020-12-19,Smartphone,1673.47
2020-12-20,Smartphone,1001.61
2020-12-21,Smartphone,385.35
2020-12-22,Smartphone,667.99
2020-12-23,Smartphone,1221.98
2020-12-24,Smartphone,1600.75
2020-12-25,Smartphone,320.56
2020-12-26,Smartphone,218.62
2020-12-27,Smartphone,1549.18
2020-12-28,Smartphone,1029.52
2020-12-29,Smartphone,584.38
2020-12-30,Smartphone,1092.47
2020-12-31,Smartphone,-49.12
2021-01-01,Smartphone,704.56
2021-01-02,Smartphone,799.97
2021-01-03,Smartphone,973.64
2021-01-04,Smartphone,424.7
2021-01-05,Smartphone,742.66
2021-01-06,Smartphone,454.52
2021-01-07,Smartphone,799.33
2021-01-08,Smartphone,467.81
2021-01-09,Smartphone,612.85
2021-01-10,Smartphone,442.81
2021-01-11,Smartphone,932.14
2021-01-12,Smartphone,998.23
2021-01-13,Smartphone,676.54
2021-01-14,Smartphone,761.59
2021-01-15,Smartphone,316.95
2021-01-16,Smartphone,666.36
2021-01-17,Smartphone,745.31
2021-01-18,Smartphone,1564.98
2021-01-19,Smartphone,426.11
2021-01-20,Smartphone,1222.36
2021-01-21,Smartphone,1083.01
2021-01-22,Smartphone,864.94
2021-01-23,Smartphone,1330.37
2021-01-24,Smartphone,901.05
2021-01-25,Smartphone,910.21
2021-01-26,Smartphone,774.08
2021-01-27,Smartphone,1182.8
2021-01-28,Smartphone,1147.05
2021-01-29,Smartphone,600.18
2021-01-30,Smartphone,379.59
2021-01-31,Smartphone,741.31
2021-02-01,Smartphone,550.73
2021-02-02,Smartphone,792.32
2021-02-03,Smartphone,1219.92
2021-02-04,Smartphone,669.19
2021-02-05,Smartphone,807.89
2021-02-06,Smartphone,844.04
2021-02-07,Smartphone,1108.71
2021-02-08,Smartphone,84.1
2021-02-09,Smartphone,631.18
2021-02-10,Smartphone,906.88
2021-02-11,Smartphone,1241.66
2021-02-12,Smartphone,676.03
2021-02-13,Smartphone,210.55
2021-02-14,Smartphone,1056.82
2021-02-15,Smartphone,633.56
2021-02-16,Smartphone,446.54
2021-02-17,Smartphone,641.05
2021-02-18,Smartphone,793.62
2021-02-19,Smartphone,651.39
2021-02-20,Smartphone,101.47
2021-02-21,Smartphone,1173.84
2021-02-22,Smartphone,1307.77
2021-02-23,Smartphone,1094.57
2021-02-24,Smartphone,474.32
2021-02-25,Smartphone,802.19
2021-02-26,Smartphone,872.26
2021-02-27,Smartphone,1086.47
2021-02-28,Smartphone,1113.31
2021-03-01,Smartphone,621.81
2021-03-02,Smartphone,911.1
2021-03-03,Smartphone,1045.62
2021-03-04,Smartphone,1401.4
2021-03-05,Smartphone,1137.36
2021-03-06,Smartphone,1169.49
2021-03-07,Smartphone,920.33
2021-03-08,Smartphone,1395.2
2021-03-09,Smartphone,1039.84
2021-03-10,Smartphone,586.59
2021-03-11,Smartphone,1399.13
2021-03-12,Smartphone,1147.88
2021-03-13,Smartphone,739.33
2021-03-14,Smartphone,727.16
2021-03-15,Smartphone,1007.67
2021-03-16,Smartphone,1068.92
2021-03-17,Smartphone,974.05
2021-03-18,Smartphone,1016.25
2021-03-19,Smartphone,1519.65
2021-03-20,Smartphone,1293.4
2021-03-21,Smartphone,975.17
2021-03-22,Smartphone,1248.15
2021-03-23,Smartphone,532.6
2021-03-24,Smartphone,1052.39
2021-03-25,Smartphone,1565.77
2021-03-26,Smartphone,829.52
2021-03-27,Smartphone,600.89
2021-03-28,Smartphone,672.22
2021-03-29,Smartphone,513.19
2021-03-30,Smartphone,624.24
2021-03-31,Smartphone,775.09
2021-04-01,Smartphone,398.37
2021-04-02,Smartphone,915.67
2021-04-03,Smartphone,1238.3
2021-04-04,Smartphone,579.43
2021-04-05,Smartphone,1462.32
2021-04-06,Smartphone,1095.08
2021-04-07,Smartphone,1283.68
2021-04-08,Smartphone,669.5
2021-04-09,Smartphone,1218.54
2021-04-10,Smartphone,511.2
2021-04-11,Smartphone,1230.05
2021-04-12,Smartphone,968.72
2021-04-13,Smartphone,1106.15
2021-04-14,Smartphone,479.41
2021-04-15,Smartphone,580.44
2021-04-16,Smartphone,1119.05
2021-04-17,Smartphone,560.04
2021-04-18,Smartphone,1068.33
2021-04-19,Smartphone,407.95
2021-04-20,Smartphone,1204.21
2021-04-21,Smartphone,455.27
2021-04-22,Smartphone,1094.85
2021-04-23,Smartphone,1119.54
2021-04-24,Smartphone,644.91
2021-04-25,Smartphone,1100.52
2021-04-26,Smartphone,984.07
2021-04-27,Smartphone,697.94
2021-04-28,Smartphone,529.84
2021-04-29,Smartphone,190.55
2021-04-30,Smartphone,1008.55
2021-05-01,Smartphone,330.33
2021-05-02,Smartphone,914.87
2021-05-03,Smartphone,786.74
2021-05-04,Smartphone,1115.88
2021-05-05,Smartphone,769.76
2021-05-06,Smartphone,758.42
2021-05-07,Smartphone,1126.6
2021-05-08,Smartphone,985.88
2021-05-09,Smartphone,976.87
2021-05-10,Smartphone,1027.35
2021-05-11,Smartphone,332.81
2021-05-12,Smartphone,1120.88
2021-05-13,Smartphone,1068.27
2021-05-14,Smartphone,507.68
2021-05-15,Smartphone,769.91
2021-05-16,Smartphone,837.34
2021-05-17,Smartphone,802.54
2021-05-18,Smartphone,958.51
2021-05-19,Smartphone,1325.6
2021-05-20,Smartphone,1203.89
2021-05-21,Smartphone,397.95
2021-05-22,Smartphone,1042.56
2021-05-23,Smartphone,1274.33
2021-05-24,Smartphone,957.51
2021-05-25,Smartphone,1186.95
2021-05-26,Smartphone,1486.22
2021-05-27,Smartphone,1156.47
2021-05-28,Smartphone,899.04
2021-05-29,Smartphone,1154.99
2021-05-30,Smartphone,858.48
2021-05-31,Smartphone,816.1
2021-06-01,Smartphone,692.07
2021-06-02,Smartphone,1303.73
2021-06-03,Smartphone,537.39
2021-06-04,Smartphone,1283.49
2021-06-05,Smartphone,950.97
2021-06-06,Smartphone,347.49
2021-06-07,Smartphone,901.55
2021-06-08,Smartphone,125.22
2021-06-09,Smartphone,974.31
2021-06-10,Smartphone,1050.72
2021-06-11,Smartphone,589.52
2021-06-12,Smartphone,807.19
2021-06-13,Smartphone,1364.31
2021-06-14,Smartphone,608.1
2021-06-15,Smartphone,437.43
2021-06-16,Smartphone,1203.05
2021-06-17,Smartphone,1342.12
2021-06-18,Smartphone,749.47
2021-06-19,Smartphone,1046.19
2021-06-20,Smartphone,1139.08
2021-06-21,Smartphone,518.64
2021-06-22,Smartphone,591.67
2021-06-23,Smartphone,1090.34
2021-06-24,Smartphone,1217.06
2021-06-25,Smartphone,886.33
2021-06-26,Smartphone,466.52
2021-06-27,Smartphone,1285.55
2021-06-28,Smartphone,561.29
2021-06-29,Smartphone,613.98
2021-06-30,Smartphone,802.02
2021-07-01,Smartphone,1138.1
2021-07-02,Smartphone,936.69
2021-07-03,Smartphone,809.84
2021-07-04,Smartphone,819.01
2021-07-05,Smartphone,699.32
2021-07-06,Smartphone,836.4
2021-07-07,Smartphone,-8.04
2021-07-08,Smartphone,596.28
2021-07-09,Smartphone,737.92
2021-07-10,Smartphone,361.19
2021-07-11,Smartphone,768.7
2021-07-12,Smartphone,608.08
2021-07-13,Smartphone,1121.23
2021-07-14,Smartphone,1067.39
2021-07-15,Smartphone,530.22
2021-07-16,Smartphone,609.02
2021-07-17,Smartphone,625.56
2021-07-18,Smartphone,525.32
2021-07-19,Smartphone,687.44
2021-07-20,Smartphone,441.87
2021-07-21,Smartphone,345.54
2021-07-22,Smartphone,783.7
2021-07-23,Smartphone,781.18
2021-07-24,Smartphone,420.99
2021-07-25,Smartphone,838.44
2021-07-26,Smartphone,458.91
2021-07-27,Smartphone,672.6
2021-07-28,Smartphone,806.83
2021-07-29,Smartphone,596.14
2021-07-30,Smartphone,710.39
2021-07-31,Smartphone,474.38
2021-08-01,Smartphone,548.0
2021-08-02,Smartphone,542.91
2021-08-03,Smartphone,412.79
2021-08-04,Smartphone,544.1
2021-08-05,Smartphone,221.67
2021-08-06,Smartphone,465.66
2021-08-07,Smartphone,510.87
2021-08-08,Smartphone,514.88
2021-08-09,Smartphone,515.65
2021-08-10,Smartphone,553.93
2021-08-11,Smartphone,673.55
2021-08-12,Smartphone,759.15
2021-08-13,Smartphone,414.24
2021-08-14,Smartphone,288.95
2021-08-15,Smartphone,323.32
2021-08-16,Smartphone,444.29
2021-08-17,Smartphone,471.97
2021-08-18,Smartphone,378.38
2021-08-19,Smartphone,262.13
2021-08-20,Smartphone,443.06
2021-08-21,Smartphone,578.74
2021-08-22,Smartphone,665.15
2021-08-23,Smartphone,415.72
2021-08-24,Smartphone,444.78
2021-08-25,Smartphone,333.94
2021-08-26,Smartphone,521.88
2021-08-27,Smartphone,347.8
2021-08-28,Smartphone,644.69
2021-08-29,Smartphone,149.25
2021-08-30,Smartphone,445.7
2021-08-31,Smartphone,581.22
2021-09-01,Smartphone,554.95
2021-09-02,Smartphone,1070.18
2021-09-03,Smartphone,585.36
2021-09-04,Smartphone,306.29
2021-09-05,Smartphone,490.81
2021-09-06,Smartphone,147.29
2021-09-07,Smartphone,490.95
2021-09-08,Smartphone,337.32
2021-09-09,Smartphone,689.29
2021-09-10,Smartphone,392.63
2021-09-11,Smartphone,478.57
2021-09-12,Smartphone,373.52
2021-09-13,Smartphone,847.31
2021-09-14,Smartphone,434.59
2021-09-15,Smartphone,862.48
2021-09-16,Smartphone,658.5
2021-09-17,Smartphone,591.47
2021-09-18,Smartphone,568.05
2021-09-19,Smartphone,572.14
2021-09-20,Smartphone,113.0
2021-09-21,Smartphone,437.96
2021-09-22,Smartphone,658.83
2021-09-23,Smartphone,482.25
2021-09-24,Smartphone,215.2
2021-09-25,Smartphone,480.74
2021-09-26,Smartphone,825.18
2021-09-27,Smartphone,735.05
2021-09-28,Smartphone,478.08
2021-09-29,Smartphone,676.62
2021-09-30,Smartphone,418.18
2021-10-01,Smartphone,156.04
2021-10-02,Smartphone,308.84
2021-10-03,Smartphone,796.58
2021-10-04,Smartphone,436.59
2021-10-05,Smartphone,442.8
2021-10-06,Smartphone,431.99
2021-10-07,Smartphone,865.35
2021-10-08,Smartphone,811.38
2021-10-09,Smartphone,928.87
2021-10-10,Smartphone,461.31
2021-10-11,Smartphone,551.59
2021-10-12,Smartphone,194.28
2021-10-13,Smartphone,786.88
2021-10-14,Smartphone,264.01
2021-10-15,Smartphone,539.32
2021-10-16,Smartphone,278.97
2021-10-17,Smartphone,380.82
2021-10-18,Smartphone,332.01
2021-10-19,Smartphone,378.64
2021-10-20,Smartphone,393.29
2021-10-21,Smartphone,392.4
2021-10-22,Smartphone,671.86
2021-10-23,Smartphone,281.94
2021-10-24,Smartphone,551.29
2021-10-25,Smartphone,755.54
2021-10-26,Smartphone,404.93
2021-10-27,Smartphone,364.31
2021-10-28,Smartphone,465.41
2021-10-29,Smartphone,757.06
2021-10-30,Smartphone,556.13
2021-10-31,Smartphone,407.8
2021-11-01,Smartphone,620.24
2021-11-02,Smartphone,291.58
2021-11-03,Smartphone,666.14
2021-11-04,Smartphone,611.34
2021-11-05,Smartphone,462.54
2021-11-06,Smartphone,351.94
2021-11-07,Smartphone,343.13
2021-11-08,Smartphone,648.12
2021-11-09,Smartphone,799.7
2021-11-10,Smartphone,401.17
2021-11-11,Smartphone,639.91
2021-11-12,Smartphone,89.72
2021-11-13,Smartphone,417.98
2021-11-14,Smartphone,541.23
2021-11-15,Smartphone,350.22
2021-11-16,Smartphone,345.92
2021-11-17,Smartphone,407.28
2021-11-18,Smartphone,623.63
2021-11-19,Smartphone,519.02
2021-11-20,Smartphone,59.03
2021-11-21,Smartphone,85.96
2021-11-22,Smartphone,431.16
2021-11-23,Smartphone,676.98
2021-11-24,Smartphone,-56.94
2021-11-25,Smartphone,462.49
2021-11-26,Smartphone,458.69
2021-11-27,Smartphone,908.3
2021-11-28,Smartphone,496.61
2021-11-29,Smartphone,680.48
2021-11-30,Smartphone,626.7
2021-12-01,Smartphone,132.18
2021-12-02,Smartphone,1175.51
2021-12-03,Smartphone,981.87
2021-12-04,Smartphone,1093.58
2021-12-05,Smartphone,2348.6
2021-12-06,Smartphone,152.81
2021-12-07,Smartphone,1560.66
2021-12-08,Smartphone,821.76
2021-12-09,Smartphone,1040.83
2021-12-10,Smartphone,921.51
2021-12-11,Smartphone,783.54
2021-12-12,Smartphone,732.54
2021-12-13,Smartphone,1079.68
2021-12-14,Smartphone,377.06
2021-12-15,Smartphone,1253.86
2021-12-16,Smartphone,808.15
2021-12-17,Smartphone,534.17
2021-12-18,Smartphone,803.67
2021-12-19,Smartphone,1480.91
2021-12-20,Smartphone,778.56
2021-12-21,Smartphone,1138.86
2021-12-22,Smartphone,708.6
2021-12-23,Smartphone,1311.97
2021-12-24,Smartphone,1289.66
2021-12-25,Smartphone,1769.92
2021-12-26,Smartphone,951.09
2021-12-27,Smartphone,1303.37
2021-12-28,Smartphone,1074.29
2021-12-29,Smartphone,1577.8
2021-12-30,Smartphone,744.23
2021-12-31,Smartphone,1362.9
2022-01-01,Smartphone,741.51
2022-01-02,Smartphone,787.51
2022-01-03,Smartphone,842.2
2022-01-04,Smartphone,898.9
2022-01-05,Smartphone,782.48
2022-01-06,Smartphone,895.58
2022-01-07,Smartphone,1352.06
2022-01-08,Smartphone,1161.28
2022-01-09,Smartphone,1128.04
2022-01-10,Smartphone,687.85
2022-01-11,Smartphone,544.55
2022-01-12,Smartphone,1173.73
2022-01-13,Smartphone,1152.26
2022-01-14,Smartphone,1362.28
2022-01-15,Smartphone,653.21
2022-01-16,Smartphone,785.82
2022-01-17,Smartphone,299.2
2022-01-18,Smartphone,736.1
2022-01-19,Smartphone,1226.74
2022-01-20,Smartphone,716.61
2022-01-21,Smartphone,1111.58
2022-01-22,Smartphone,821.01
2022-01-23,Smartphone,1008.26
2022-01-24,Smartphone,484.86
2022-01-25,Smartphone,930.81
2022-01-26,Smartphone,-177.57
2022-01-27,Smartphone,839.73
2022-01-28,Smartphone,316.94
2022-01-29,Smartphone,1356.24
2022-01-30,Smartphone,1204.13
2022-01-31,Smartphone,1094.2
2022-02-01,Smartphone,1488.77
2022-02-02,Smartphone,576.46
2022-02-03,Smartphone,1584.41
2022-02-04,Smartphone,1285.02
2022-02-05,Smartphone,850.5
2022-02-06,Smartphone,1370.97
